,__EVENTCASE__,__PARENTALCONTROL__death_period,__PARENTALCONTROL__distinct_payload_app_id,__PARENTALCONTROL__distinct_payload_app_name,__PARENTALCONTROL__distinct_payload_device_id,__PARENTALCONTROL__distinct_payload_member_id,__PARENTALCONTROL__distinct_payload_profile_id,__PARENTALCONTROL__distinct_payload_reason,__PARENTALCONTROL__distinct_payload_url,__PARENTALCONTROL__event_type_continue_browsing_allowed,__PARENTALCONTROL__event_type_continue_browsing_requested,__PARENTALCONTROL__event_type_inappropriate_app_detected,__PARENTALCONTROL__event_type_kids_back_to_home,__PARENTALCONTROL__event_type_network_time_limited,__PARENTALCONTROL__event_type_web_site_filtered,__PARENTALCONTROL__hours_of_day_0,__PARENTALCONTROL__hours_of_day_1,__PARENTALCONTROL__hours_of_day_10,__PARENTALCONTROL__hours_of_day_11,__PARENTALCONTROL__hours_of_day_12,__PARENTALCONTROL__hours_of_day_13,__PARENTALCONTROL__hours_of_day_14,__PARENTALCONTROL__hours_of_day_15,__PARENTALCONTROL__hours_of_day_16,__PARENTALCONTROL__hours_of_day_17,__PARENTALCONTROL__hours_of_day_18,__PARENTALCONTROL__hours_of_day_19,__PARENTALCONTROL__hours_of_day_2,__PARENTALCONTROL__hours_of_day_20,__PARENTALCONTROL__hours_of_day_21,__PARENTALCONTROL__hours_of_day_22,__PARENTALCONTROL__hours_of_day_23,__PARENTALCONTROL__hours_of_day_3,__PARENTALCONTROL__hours_of_day_4,__PARENTALCONTROL__hours_of_day_5,__PARENTALCONTROL__hours_of_day_6,__PARENTALCONTROL__hours_of_day_7,__PARENTALCONTROL__hours_of_day_8,__PARENTALCONTROL__hours_of_day_9,__PARENTALCONTROL__live_period,__PARENTALCONTROL__locale,__PARENTALCONTROL__payload_action_accept,__PARENTALCONTROL__payload_action_block,__PARENTALCONTROL__payload_cat_id_0,__PARENTALCONTROL__payload_cat_id_1,__PARENTALCONTROL__payload_cat_id_2,__PARENTALCONTROL__payload_cat_id_3,__PARENTALCONTROL__payload_cat_id_4,__PARENTALCONTROL__payload_cat_name_,__PARENTALCONTROL__rate,__PARENTALCONTROL__station_final_status,__PARENTALCONTROL__total_event,__STATIONID__
0,6258-DA42-D7E4-48B6-8DB2_2017-05-19 10:29:21,1956.0,9,9,21,6,1,1,34,0,0,765,990,6651,123,5,15,149,153,343,393,795,931,944,931,921,950,16,958,134,22,46,76,85,99,147,151,131,134,9393908.0,0,0,6774,123,0,0,0,0,123,0.9997918232958672,1,8529,6258-DA42-D7E4-48B6-8DB2
1,CB39-ACBE-649E-FBC8-8283_2017-09-06 22:59:51,11095.0,1,1,3,3,1,1,2,0,0,0,0,497,1,1,2,4,1,28,62,56,52,52,50,58,54,0,63,14,1,0,0,0,0,0,0,0,0,4707848.0,0,0,498,0,1,0,0,0,0,0.9976488378859418,1,498,CB39-ACBE-649E-FBC8-8283
2,6FB6-554C-C5C4-B3A5-8B57_2017-11-07 07:48:20,9613.0,3,3,7,5,1,1,3,0,0,1035,6,0,98,27,16,95,43,59,5,6,0,4,0,2,7,35,21,77,61,53,78,124,94,91,85,86,70,4781322.0,0,98,0,90,8,0,0,0,90,0.9979935023121792,1,1139,6FB6-554C-C5C4-B3A5-8B57
3,A6CA-BA34-3BF4-3F8E-7E82_2017-09-03 09:37:16,2858.0,6,6,7,4,1,1,1,0,0,285,8,417,0,4,0,3,27,17,8,85,93,63,74,77,70,0,33,29,14,10,4,16,3,0,48,7,25,608612.0,0,388,29,0,0,0,0,0,0,0.9953260176296466,1,710,A6CA-BA34-3BF4-3F8E-7E82
5,4725-B638-BD46-4A7A-333D_2017-10-11 18:12:50,4061.0,2,2,3,1,1,1,1,0,0,51,0,42,0,5,0,1,0,2,9,23,11,2,0,0,10,0,4,2,8,2,0,0,0,0,5,5,4,2435655.0,0,42,0,0,0,0,0,0,0,0.9983354619963964,1,93,4725-B638-BD46-4A7A-333D
6,88BF-2258-64B9-FAB5-CED5_2017-05-03 07:14:58,9626.0,10,10,21,9,1,1,7,0,0,4459,0,28710,22,1395,1327,1298,1349,1356,1500,1428,1557,1571,1550,1452,1444,1374,1464,1457,1420,1446,1458,1258,1262,1210,1250,1167,1198,3436394.0,0,28723,9,22,0,0,0,0,22,0.9972066325790332,1,33191,88BF-2258-64B9-FAB5-CED5
11,87AE-2ACB-CFC4-A97B-8CA3_2017-04-13 09:42:24,66485.0,1,1,4,2,1,1,10,0,0,0,0,159,37,0,0,13,9,7,10,12,25,18,24,27,24,0,11,1,2,0,6,2,0,0,1,0,4,1037437.0,0,0,196,37,0,0,0,0,37,0.9397738245999264,1,196,87AE-2ACB-CFC4-A97B-8CA3
14,787A-E5B8-A984-B5A9-5B5F_2017-04-23 02:49:43,30460.0,1,1,4,3,1,1,2,0,0,0,0,761,6,0,0,71,48,47,100,72,66,61,66,69,79,5,77,5,0,0,0,0,1,0,0,0,0,2167691.0,0,0,767,6,0,0,0,0,6,0.9861428991911838,1,767,787A-E5B8-A984-B5A9-5B5F
15,7929-FEC4-6464-92B7-B4F4_2017-09-19 11:20:36,1178.0,1,1,2,1,1,1,1,0,0,0,34,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,3,6,5,4,4,4,2,1885838.0,0,0,0,0,0,0,0,0,0,0.9993757339630401,1,34,7929-FEC4-6464-92B7-B4F4
17,369F-CABD-AE4C-3F92-35F7_2017-06-15 16:46:37,1403.0,1,1,2,2,1,1,3,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1448766.0,0,0,6,6,0,0,0,0,6,0.9990325265538016,1,6,369F-CABD-AE4C-3F92-35F7
18,B88B-ECDE-C245-EAA9-6AAA_2017-05-15 10:36:15,61243.0,2,2,1,1,1,1,2,0,0,8,0,14,11,0,0,1,0,4,1,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,6,4,5,814231.0,0,11,14,11,0,0,0,0,11,0.930045895137948,1,33,B88B-ECDE-C245-EAA9-6AAA
21,4C6E-933A-7447-AB4B-4D77_2017-10-12 12:03:56,27244.0,1,1,8,3,1,1,8,0,0,0,1620,4893,18,0,31,419,688,655,439,427,462,440,474,435,444,56,416,53,0,0,70,79,97,122,195,261,268,4981060.0,0,4911,0,16,2,0,0,0,16,0.9945602343627704,1,6531,4C6E-933A-7447-AB4B-4D77
22,CC54-BD32-A94F-FEBF-CD3C_2017-07-26 14:50:20,11698.0,1,1,5,4,1,1,6,0,0,0,266,509,5,2,0,23,80,82,41,47,50,45,49,44,48,0,43,51,4,5,21,19,24,22,26,22,32,1812715.0,0,3,511,4,1,0,0,0,4,0.9935880746300316,1,780,CC54-BD32-A94F-FEBF-CD3C
24,3B7F-696B-FB45-4DEA-A7FD_2017-10-10 00:25:08,1831.0,5,5,9,3,1,1,33,0,0,24,0,768,115,7,12,6,4,3,86,70,37,117,98,90,83,14,72,58,59,39,8,22,5,5,9,2,1,2670301.0,0,546,337,115,0,0,0,0,115,0.9993147793597024,1,907,3B7F-696B-FB45-4DEA-A7FD
25,C88C-44BD-3634-8B89-47E9_2017-08-09 05:27:58,964.0,5,5,11,4,1,1,52,0,0,1478,194,0,296,231,69,97,105,114,129,92,87,83,82,82,81,21,80,95,60,140,26,57,34,30,35,57,81,874525.0,0,296,0,296,0,0,0,0,296,0.998898901071287,1,1968,C88C-44BD-3634-8B89-47E9
26,65FC-EDF4-852E-4B49-BF5F_2017-08-13 07:24:07,11223.0,3,3,2,2,1,1,2,0,0,8,0,0,2,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,853146.0,0,0,2,0,2,0,0,0,0,0.9870159619329244,0,10,65FC-EDF4-852E-4B49-BF5F
27,D886-8B4F-F384-9A58-F4E4_2017-09-05 08:18:38,5461.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2775481.0,0,1,0,0,0,0,0,0,0,0.9980362769162392,1,1,D886-8B4F-F384-9A58-F4E4
30,4EDF-5744-9534-4465-8D57_2017-05-25 03:34:27,21995.0,9,9,16,5,1,1,8,0,0,9904,883,0,28,216,191,897,1010,993,805,492,202,150,96,87,80,203,82,145,331,174,314,453,440,450,704,992,1308,6829763.0,0,0,28,26,1,1,0,0,26,0.9967898749488816,1,10815,4EDF-5744-9534-4465-8D57
33,455B-E86D-DA48-8DA7-6BE2_2017-10-20 08:51:25,218942.0,3,3,3,2,1,1,3,0,0,4,6,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,1,1,0,471963.0,0,3,0,3,0,0,0,0,3,0.6831083868259746,1,13,455B-E86D-DA48-8DA7-6BE2
37,5F94-2B3F-7B44-A4B9-4D43_2017-04-09 20:04:03,46727.0,7,7,6,5,1,1,5,0,0,191,0,0,14,23,11,27,12,21,18,4,0,0,0,0,0,26,6,0,0,14,0,4,2,3,10,11,13,645968.0,0,12,2,13,0,1,0,0,13,0.9325431827860748,1,205,5F94-2B3F-7B44-A4B9-4D43
38,49D8-7595-54B9-B76A-CD3F_2017-05-16 09:53:19,2704.0,1,1,1,1,1,1,6,0,0,0,0,643,6,0,0,1,0,0,99,92,85,71,68,69,73,0,77,9,0,0,0,0,0,0,0,5,0,1642170.0,0,643,6,3,3,0,0,0,3,0.9983561050876846,1,649,49D8-7595-54B9-B76A-CD3F
39,783E-587A-BD34-CC6B-9822_2017-10-30 11:32:08,27647.0,1,1,5,1,1,1,8,0,0,0,0,1665,13,0,1,1,110,190,212,187,189,186,193,196,195,1,8,1,0,0,0,3,1,0,1,1,2,4258245.0,0,0,1678,13,0,0,0,0,13,0.993549300822326,1,1678,783E-587A-BD34-CC6B-9822
41,6294-F4BF-2C4E-D899-35F5_2017-09-04 08:35:32,2228.0,1,1,2,2,1,1,2,0,0,0,179,8,2,0,0,17,12,7,6,0,0,0,0,0,0,0,0,0,0,0,23,19,30,22,17,16,20,2415373.0,0,8,2,2,0,0,0,0,2,0.9990784252653768,1,189,6294-F4BF-2C4E-D899-35F5
42,9DB5-3F87-D524-FBAE-4CA3_2017-05-23 13:17:02,77237.0,4,4,11,8,2,1,3,0,0,123,290,964,16,0,0,64,64,207,156,126,125,113,109,98,19,32,20,1,15,0,24,26,40,37,29,29,59,663044.0,0,655,325,2,14,0,0,0,2,0.8956652946651339,0,1393,9DB5-3F87-D524-FBAE-4CA3
43,23B4-64F3-AAD4-449A-83D6_2017-10-02 06:02:56,1115.0,5,5,5,4,1,1,21,0,0,447,47,3,234,109,64,10,21,27,23,19,30,23,7,9,15,89,15,16,7,17,61,11,26,34,53,28,17,687732.0,0,234,3,232,2,0,0,0,232,0.9983813531887342,1,731,23B4-64F3-AAD4-449A-83D6
45,369F-CABD-AE4C-3F92-35F7_2017-07-15 19:47:28,5621.0,1,1,2,2,1,1,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1795284.0,0,0,4,4,0,0,0,0,4,0.9968787914964976,1,4,369F-CABD-AE4C-3F92-35F7
47,679B-76DF-86B4-7EFA-BF3E_2017-05-02 10:00:28,86572.0,3,3,4,4,1,1,2,0,0,17,9,0,2,4,1,2,0,2,0,9,0,0,0,0,0,1,0,0,0,0,0,1,4,2,0,2,0,525257.0,0,0,2,2,0,0,0,0,2,0.8585029477190522,1,28,679B-76DF-86B4-7EFA-BF3E
52,CC54-BD32-A94F-FEBF-CD3C_2017-08-15 13:13:39,3676.0,1,1,5,4,1,1,3,0,0,0,635,670,10,0,0,55,148,162,64,58,59,57,56,58,54,1,56,75,2,0,71,58,62,36,60,57,66,1512702.0,0,10,670,10,0,0,0,0,10,0.9975758023395224,1,1315,CC54-BD32-A94F-FEBF-CD3C
53,D886-8B4F-F384-9A58-F4E4_2017-08-04 05:04:03,994.0,1,1,2,1,1,1,1,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,60,32,5,0,0,0,609263.0,0,150,0,0,0,0,0,0,0,0.99837117804466,1,150,D886-8B4F-F384-9A58-F4E4
55,6D59-7C66-84B8-BBDF-3384_2017-08-03 14:03:48,309482.0,1,1,3,1,1,1,1,0,0,0,154,1388,0,0,0,21,16,253,235,205,184,174,181,166,17,3,0,0,0,0,8,8,6,7,19,15,24,3930940.0,0,1388,0,0,0,0,0,0,0,0.9270162262152212,1,1542,6D59-7C66-84B8-BBDF-3384
58,D64C-A524-454F-7FAA-3279_2017-07-07 23:31:38,430054.0,1,1,1,1,1,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,607764.0,0,3,0,3,0,0,0,0,3,0.5856171313274582,1,3,D64C-A524-454F-7FAA-3279
61,CC54-BD32-A94F-FEBF-CD3C_2017-05-31 00:16:40,15111.0,1,1,4,4,1,1,3,0,0,0,159,356,2,0,0,18,12,19,37,39,37,38,43,46,44,0,42,27,3,0,15,14,12,10,15,26,20,715084.0,0,2,356,1,1,0,0,0,1,0.9793055279754038,1,517,CC54-BD32-A94F-FEBF-CD3C
62,5FC3-9589-9DA4-435B-824D_2017-09-17 07:20:59,2079.0,1,1,9,3,1,1,18,0,0,0,0,1189,382,4,1,69,10,224,159,191,145,145,137,140,76,15,10,10,25,0,3,6,5,115,34,35,12,2949672.0,0,382,1189,382,0,0,0,0,382,0.9992956722975616,1,1571,5FC3-9589-9DA4-435B-824D
63,7CE3-FDD3-E3A4-C239-3E83_2017-04-09 08:23:09,1345.0,5,5,5,2,1,1,7,0,0,55,0,0,6,0,4,9,0,19,4,7,0,0,0,0,1,0,0,1,3,6,6,0,0,0,0,1,0,6043876.0,0,0,6,4,2,0,0,0,4,0.9997775102018602,1,61,7CE3-FDD3-E3A4-C239-3E83
64,AB45-5586-C24E-D4A9-39AD_2017-08-26 12:24:07,339525.0,9,9,4,3,1,1,2,0,0,1242,26,347,11,82,66,80,91,47,38,37,34,36,34,37,29,100,31,74,101,74,96,91,81,117,92,84,74,267732.0,0,0,358,11,0,0,0,0,11,0.4408874660975501,1,1626,AB45-5586-C24E-D4A9-39AD
65,8CAD-FDAA-FF44-8AE9-8897_2017-08-10 02:54:11,984.0,1,1,1,1,1,1,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044354.0,0,0,4,4,0,0,0,0,4,0.9990586776717196,1,4,8CAD-FDAA-FF44-8AE9-8897
68,6CB5-655D-C884-8338-6CA2_2017-09-04 09:16:57,1113043.0,4,4,5,2,1,1,1,0,0,4,154,38,0,0,1,30,20,12,2,2,1,0,0,0,0,10,0,3,0,0,13,18,22,22,20,10,10,775548.0,0,0,38,0,0,0,0,0,0,0.4106489970565358,0,196,6CB5-655D-C884-8338-6CA2
70,989D-2F93-F84F-9A97-237F_2017-08-20 12:29:00,1110399.0,7,7,7,3,1,2,116,0,4,647,0,0,311,11,46,76,77,51,28,44,40,59,57,10,52,10,0,0,15,12,17,94,91,37,50,15,70,3113636.0,0,0,311,315,0,0,0,0,311,0.7371236270532796,1,962,989D-2F93-F84F-9A97-237F
71,6255-64DB-CA24-E2AB-6273_2017-10-22 19:54:47,2393.0,14,14,9,3,1,1,17,0,0,8245,6439,5457,18,245,222,1255,1314,1085,1853,926,775,782,764,685,717,460,135,251,278,166,1095,1109,974,1086,1171,1387,1424,10385615.0,0,5457,18,17,1,0,0,0,17,0.9997696382213028,1,20159,6255-64DB-CA24-E2AB-6273
74,72E6-83B5-7E48-8CA7-7CE7_2017-10-19 04:07:24,17795.0,13,13,6,2,1,1,78,0,0,46250,0,7303,625,1349,1281,5179,6658,8509,4820,1677,1659,1086,961,922,1069,1166,1542,1977,2023,1472,1072,691,970,1052,1828,2146,3069,23985222.0,0,7871,57,619,6,0,0,0,619,0.9992586348624424,1,54178,72E6-83B5-7E48-8CA7-7CE7
78,88BF-2258-64B9-FAB5-CED5_2017-05-29 12:11:55,1224.0,6,6,18,7,1,1,7,0,0,2379,2,19833,27,916,870,865,952,958,1118,985,1147,1177,1135,1016,983,897,957,1017,936,892,954,741,734,740,771,720,760,2254591.0,0,19859,1,27,0,0,0,0,27,0.9994574023135764,1,22241,88BF-2258-64B9-FAB5-CED5
79,7DF7-F552-7242-67B8-55D8_2017-09-03 05:46:12,2438.0,2,2,2,2,1,1,3,0,0,2,5,111,2,0,0,14,10,11,13,8,12,10,11,11,10,0,2,0,0,0,0,0,2,2,0,3,1,1299807.0,0,0,113,2,0,0,0,0,2,0.998127848446337,1,120,7DF7-F552-7242-67B8-55D8
83,DEAB-94A4-9DC5-458B-9372_2017-11-07 15:02:00,24417.0,10,10,11,11,2,1,17,0,0,9350,811,1359,41,57,149,598,1025,1353,1489,1417,1410,1067,499,139,117,146,149,294,111,76,174,191,195,196,110,208,391,5509524.0,0,1311,89,39,2,0,0,0,39,0.9955877737041288,1,11561,DEAB-94A4-9DC5-458B-9372
84,CD74-F2B7-D3E9-4669-B9DC_2017-11-01 14:23:10,131549.0,1,1,1,1,1,1,1,0,0,0,8,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,521448.0,0,0,0,0,0,0,0,0,0,0.7985457819867473,1,8,CD74-F2B7-D3E9-4669-B9DC
85,4A25-CB25-4354-BCAC-46E8_2017-05-24 06:42:10,1836.0,1,1,3,2,1,1,1,0,0,0,388,0,0,0,0,61,59,66,55,0,0,0,0,0,0,0,0,0,0,0,11,16,14,13,13,24,56,7351414.0,0,0,0,0,0,0,0,0,0,0.9997503144867916,1,388,4A25-CB25-4354-BCAC-46E8
86,8C7F-445A-88C6-4F38-D22D_2017-07-30 04:28:25,8796695.0,1,1,1,1,1,1,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2510247.0,1,1,3,4,0,0,0,0,4,0.22200936380499695,0,4,8C7F-445A-88C6-4F38-D22D
88,B662-3E3E-C8D4-738B-5EBE_2017-04-22 03:53:45,1231.0,7,7,11,5,1,1,3,0,0,295,0,1607,12,0,0,62,30,6,1,281,268,275,260,260,292,16,21,13,21,20,29,21,3,0,1,18,16,6582832.0,0,185,1434,11,1,0,0,0,11,0.999813033380756,1,1914,B662-3E3E-C8D4-738B-5EBE
89,D46C-69E3-2864-8D5A-E6D4_2017-07-23 19:52:07,1488.0,3,3,3,3,1,1,2,0,0,163,51,264,1,17,0,131,73,8,3,4,3,3,4,4,4,0,5,27,25,44,2,8,28,13,45,23,5,1581363.0,0,264,1,1,0,0,0,0,1,0.9990599241495252,1,479,D46C-69E3-2864-8D5A-E6D4
90,738D-E377-DE54-D458-6677_2017-08-21 04:30:07,75663.0,8,8,2,2,1,1,6,0,0,1920,43,0,10,150,95,115,219,276,60,21,7,3,3,3,4,41,15,68,154,200,17,17,65,65,52,123,200,2058173.0,0,10,0,7,3,0,0,0,7,0.9645413237006032,1,1973,738D-E377-DE54-D458-6677
91,86DE-D5AB-3ED3-4E2F-A6DC_2017-09-21 23:04:24,1781.0,1,1,2,1,1,1,1,0,0,0,32,0,0,0,0,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,2,5,807705.0,0,0,0,0,0,0,0,0,0,0.9977998384159824,1,32,86DE-D5AB-3ED3-4E2F-A6DC
93,B258-C64F-7634-4DF5-886D_2017-10-19 09:37:47,1779733.0,1,1,2,1,1,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6567815.0,0,3,0,3,0,0,0,0,3,0.7867957153406007,0,3,B258-C64F-7634-4DF5-886D
94,989D-2F93-F84F-9A97-237F_2017-10-28 07:06:23,13631.0,7,7,5,2,1,1,43,0,0,482,0,0,84,1,39,82,98,48,4,20,49,35,0,0,0,20,0,0,1,1,18,8,71,9,30,7,25,2476986.0,0,0,84,83,1,0,0,0,83,0.99452705895768,1,566,989D-2F93-F84F-9A97-237F
95,95FE-3DFC-B9AE-43FC-AB3C_2017-06-25 23:56:56,1037.0,2,2,3,2,1,1,6,0,0,7,140,4131,9,0,0,18,162,452,421,404,437,441,459,459,459,9,433,26,0,0,7,6,4,32,11,20,27,2702328.0,0,4140,0,7,2,0,0,0,7,0.9996164040001998,0,4287,95FE-3DFC-B9AE-43FC-AB3C
96,24CA-A72C-9634-39B3-2ACD_2017-04-17 07:39:14,51496.0,10,10,7,4,1,1,4,0,0,2231,0,205,3,127,123,182,206,160,71,38,26,29,30,25,30,103,40,110,123,88,118,86,65,75,162,232,190,1596690.0,0,2,206,3,0,0,0,0,3,0.9687559535149552,1,2439,24CA-A72C-9634-39B3-2ACD
97,EEAE-583E-D2C4-854A-DCFB_2017-10-14 02:51:46,1802.0,1,1,5,2,1,1,1,0,0,0,0,1309,0,0,0,26,22,49,70,105,106,203,214,191,155,0,124,16,0,0,0,0,0,0,0,0,28,1418689.0,0,1309,0,0,0,0,0,0,0,0.99873142455672,1,1309,EEAE-583E-D2C4-854A-DCFB
98,CC2D-3E58-46B4-92C6-8A5A_2017-10-12 23:28:06,2563.0,6,6,4,2,1,1,6,0,0,890,18,1507,31,145,129,146,164,121,129,73,59,44,27,37,39,120,35,42,61,117,88,103,182,152,164,134,135,1183335.0,0,1507,31,28,3,0,0,0,28,0.9978387685956128,1,2446,CC2D-3E58-46B4-92C6-8A5A
103,D886-8B4F-F384-9A58-F4E4_2017-07-27 01:09:36,96004.0,2,2,3,2,1,1,1,0,0,125,2,408,0,6,22,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,143,131,167,30,3,2,7,3171566.0,0,408,0,0,0,0,0,0,0,0.9706191451139532,1,535,D886-8B4F-F384-9A58-F4E4
104,AAD9-65AD-9983-46E6-95B8_2017-09-08 22:01:59,175763.0,2,2,3,1,1,1,1,0,0,1,0,342,0,0,0,36,37,38,38,32,33,33,30,26,21,0,18,0,0,0,0,0,0,1,0,0,0,1888375.0,0,342,0,0,0,0,0,0,0,0.914849200973966,1,343,AAD9-65AD-9983-46E6-95B8
107,82CC-CB97-343D-7ADD-A589_2017-10-27 05:24:46,180935.0,4,4,10,4,1,1,4,0,0,39,190,567,3,0,10,61,144,85,54,55,49,78,76,43,16,7,3,4,0,0,8,6,9,8,12,26,45,2366219.0,0,0,570,3,0,0,0,0,3,0.9289658183211538,0,799,82CC-CB97-343D-7ADD-A589
109,8F8C-662B-D965-487A-CB65_2017-05-04 00:48:34,92063.0,1,1,1,1,1,1,1,0,0,0,163,111,0,0,0,15,19,11,27,11,11,9,13,8,13,0,13,16,0,0,18,18,17,14,11,15,15,1608682.0,0,0,111,0,0,0,0,0,0,0.9458690162252424,1,274,8F8C-662B-D965-487A-CB65
112,A75E-9CFE-E454-A9E9-36A2_2017-05-30 14:55:53,61724.0,9,9,6,3,1,1,8,0,0,317,828,3559,78,89,119,541,598,608,643,160,2,8,0,0,0,138,0,0,2,0,130,182,225,187,268,373,509,2717644.0,0,3559,78,69,9,0,0,0,69,0.9777920735937092,1,4782,A75E-9CFE-E454-A9E9-36A2
113,EDBF-2E26-D4C7-43BE-B9E3_2017-08-05 18:12:43,1200.0,2,2,3,3,1,1,2,0,0,3,1408,0,43,0,0,125,156,146,11,1,1,0,0,0,0,64,0,0,0,0,72,65,156,167,157,175,158,4767803.0,0,39,4,43,0,0,0,0,43,0.9997483750796551,1,1454,EDBF-2E26-D4C7-43BE-B9E3
114,43D7-56DC-B6D4-BDAB-F5F5_2017-08-31 11:30:42,75408.0,6,6,4,2,1,1,4,0,0,1736,0,189,5,15,12,322,132,11,5,4,4,5,4,6,4,18,78,178,28,50,16,50,72,178,231,231,276,3093291.0,0,5,189,4,1,0,0,0,4,0.9762022205327802,1,1930,43D7-56DC-B6D4-BDAB-F5F5
116,EFEB-9A23-348B-F8BF-E743_2017-04-26 13:18:14,42920.0,1,1,3,3,1,1,4,0,0,0,16,70,3,0,0,6,3,21,7,6,1,2,2,2,5,0,25,1,0,0,1,0,0,0,0,3,4,978537.0,0,0,73,3,0,0,0,0,3,0.9579815890438852,0,89,EFEB-9A23-348B-F8BF-E743
117,38E6-22F7-B74F-F38A-7DB6_2017-09-30 10:20:15,4871.0,1,1,6,4,1,1,2,0,0,0,325,0,1,0,0,39,71,48,13,0,0,0,0,0,0,0,0,0,0,0,10,8,15,20,37,34,31,4844845.0,0,0,1,0,1,0,0,0,0,0.9989956112894032,1,326,38E6-22F7-B74F-F38A-7DB6
119,2D82-3C9E-AE24-69E8-E3D4_2017-11-08 15:08:12,1403.0,5,5,4,3,1,1,13,0,0,3757,0,0,14,520,353,168,213,317,194,67,27,4,4,2,4,336,3,4,35,122,227,206,163,208,211,181,202,5673691.0,0,6,8,13,1,0,0,0,13,0.9997527794253276,1,3771,2D82-3C9E-AE24-69E8-E3D4
120,88DA-5D7E-EA4E-98A9-DDBE_2017-06-23 11:21:56,172140.0,3,3,3,3,1,1,1,0,0,42,68,112,0,0,0,18,25,21,10,12,11,11,1,3,9,4,6,4,3,1,3,4,7,43,7,9,10,1382915.0,0,0,112,0,0,0,0,0,0,0.889302950699493,0,222,88DA-5D7E-EA4E-98A9-DDBE
121,683C-973C-5364-D6EA-9AC2_2017-07-26 01:40:13,1342.0,5,5,10,5,1,1,2,0,0,1047,583,576,1,108,84,95,140,136,97,59,53,39,35,34,28,138,54,71,74,100,110,138,124,127,128,130,105,818609.0,0,193,384,1,0,0,0,0,1,0.9983633168323472,1,2207,683C-973C-5364-D6EA-9AC2
122,CC54-BD32-A94F-FEBF-CD3C_2017-04-20 01:14:37,9675.0,1,1,6,4,1,1,4,0,0,0,68,181,6,0,0,6,11,12,22,20,23,20,20,21,19,0,22,14,0,0,6,5,4,5,8,11,6,672206.0,0,6,181,6,0,0,0,0,6,0.9858113072515584,1,255,CC54-BD32-A94F-FEBF-CD3C
123,AF49-647E-3E84-2989-326D_2017-08-22 03:17:24,1230.0,3,3,7,3,1,1,6,0,0,20,0,223,20,32,0,5,13,27,20,8,6,14,11,9,19,0,14,21,12,46,0,0,0,0,3,3,0,4024258.0,0,0,243,20,0,0,0,0,20,0.9996944469838192,1,263,AF49-647E-3E84-2989-326D
124,2322-DCCD-3A4F-B6B5-5EEA_2017-09-12 14:45:08,2023.0,4,4,11,3,1,1,4,0,0,162,637,0,3,0,0,99,77,102,2,0,0,0,0,0,0,45,0,2,3,0,45,43,50,89,79,75,91,1615233.0,0,3,0,0,3,0,0,0,0,0.9987491157862454,1,802,2322-DCCD-3A4F-B6B5-5EEA
125,D46C-69E3-2864-8D5A-E6D4_2017-04-21 09:08:17,11222.0,2,2,3,3,1,1,1,0,0,2,15,72,0,0,0,4,51,8,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,6,4,3,2364099.0,0,0,72,0,0,0,0,0,0,0.9952755859102832,1,89,D46C-69E3-2864-8D5A-E6D4
127,FD68-BFCC-5C94-ED4A-7E94_2017-08-30 04:08:57,12989.0,2,2,7,3,1,1,1,0,0,3,2,623,0,0,0,0,0,0,96,70,61,55,59,53,59,0,55,61,54,0,0,0,0,1,1,0,3,943529.0,0,0,623,0,0,0,0,0,0,0.9864205378257388,1,628,FD68-BFCC-5C94-ED4A-7E94
129,AAD9-65AD-9983-46E6-95B8_2017-07-09 02:21:21,74886.0,1,1,2,1,1,1,1,0,0,0,0,51,0,0,0,6,7,4,4,4,5,4,4,4,4,0,5,0,0,0,0,0,0,0,0,0,0,963669.0,0,51,0,0,0,0,0,0,0,0.9278940450914972,1,51,AAD9-65AD-9983-46E6-95B8
